,コード,銘柄名,33業種コード,33業種区分
4087,92025,ANAホールディングス第1回社債型種類株式,5150,空運業
4088,9204,スカイマーク,5150,空運業
4089,9206,スターフライヤー,5150,空運業
4090,9211,エフ・コード,9050,サービス業
4091,9212,Green　Earth　Institute,9050,サービス業
4092,9213,セイファート,9050,サービス業
4093,9214,Recovery　International,9050,サービス業
4094,9215,CaSy,9050,サービス業
4095,9216,ビーウィズ,9050,サービス業
4096,9218,メンタルヘルステクノロジーズ,9050,サービス業
4097,9219,ギックス,9050,サービス業
4098,9220,エフビー介護サービス,9050,サービス業
4099,9221,フルハシEPO,9050,サービス業
4100,9222,manaby,9050,サービス業
4101,9223,ASNOVA,9050,サービス業
4102,9225,ブリッジコンサルティンググループ,9050,サービス業
4103,9226,アイガー,9050,サービス業
4104,9227,マイクロ波化学,9050,サービス業
4105,9229,サンウェルズ,9050,サービス業
4106,9233,アジア航測,5150,空運業
4107,9235,売れるネット広告社グループ,9050,サービス業
4108,9236,ジャパンM&Aソリューション,9050,サービス業
4109,9237,笑美面,9050,サービス業
4110,9238,バリュークリエーション,9050,サービス業
4111,9239,ケーイーティ,9050,サービス業
4112,9240,デリバリーコンサルティング,9050,サービス業
4113,9241,フューチャーリンクネットワーク,9050,サービス業
4114,9242,メディア総研,9050,サービス業
4115,9243,富士テクノホールディングス,9050,サービス業
4116,9244,デジタリフト,9050,サービス業
4117,9245,リベロ,9050,サービス業
4118,9246,プロジェクトホールディングス,9050,サービス業
4119,9247,TREホールディングス,9050,サービス業
4120,9248,人・夢・技術グループ,9050,サービス業
4121,9249,日本エコシステム,9050,サービス業
4122,9250,GRCS,9050,サービス業
4123,9251,AB&Company,9050,サービス業
4124,9252,ラストワンマイル,9050,サービス業
4125,9253,スローガン,9050,サービス業
4126,9254,ラバブルマーケティンググループ,9050,サービス業
4127,9256,サクシード,9050,サービス業
4128,9257,YCPホールディングス(グローバル)リミテッド　JDR,9050,サービス業
4129,9258,CS-C,9050,サービス業
4130,9259,タカヨシホールディングス,9050,サービス業
4131,9262,シルバーライフ,6100,小売業
4132,9264,ポエック,6050,卸売業
4133,9265,ヤマシタヘルスケアホールディングス,6050,卸売業
4134,9267,Genky　DrugStores,6100,小売業
4135,9268,オプティマスグループ,6050,卸売業
4136,9270,バリュエンスホールディングス,6050,卸売業
4137,9271,和心,6100,小売業
4138,9272,ブティックス,9050,サービス業
4139,9273,コーア商事ホールディングス,6050,卸売業
4140,9274,KPPグループホールディングス,6050,卸売業
4141,9278,ブックオフグループホールディングス,6100,小売業
4142,9279,ギフトホールディングス,6100,小売業
4148,9301,三菱倉庫,5200,倉庫・運輸関連業
4149,9302,三井倉庫ホールディングス,5200,倉庫・運輸関連業
4150,9303,住友倉庫,5200,倉庫・運輸関連業
4151,9304,澁澤倉庫,5200,倉庫・運輸関連業
4152,9305,ヤマタネ,6050,卸売業
4153,9306,東陽倉庫,5200,倉庫・運輸関連業
4154,9307,杉村倉庫,5200,倉庫・運輸関連業
4155,9308,乾汽船,5100,海運業
4156,9310,日本トランスシティ,5200,倉庫・運輸関連業
4157,9311,アサガミ,5200,倉庫・運輸関連業
4158,9312,ケイヒン,5200,倉庫・運輸関連業
4159,9313,丸八倉庫,5200,倉庫・運輸関連業
4160,9319,中央倉庫,5200,倉庫・運輸関連業
4161,9322,川西倉庫,5200,倉庫・運輸関連業
4162,9324,安田倉庫,5200,倉庫・運輸関連業
4163,9325,ファイズホールディングス,5200,倉庫・運輸関連業
4164,9326,関通,5200,倉庫・運輸関連業
4165,9327,イー・ロジット,5200,倉庫・運輸関連業
4166,9330,揚羽,9050,サービス業
4167,9331,キャスター,9050,サービス業
4168,9332,NISSOホールディングス,9050,サービス業
4169,9334,アイビスホールディングス,9050,サービス業
4170,9335,テクノクリエイティブ,9050,サービス業
4171,9336,大栄環境,9050,サービス業
4172,9337,トリドリ,9050,サービス業
4173,9338,INFORICH,9050,サービス業
4174,9339,コーチ・エィ,9050,サービス業
4175,9340,アソインターナショナル,9050,サービス業
4176,9341,GENOVA,9050,サービス業
4177,9342,スマサポ,9050,サービス業
4178,9343,アイビス,9050,サービス業
4179,9344,アクシスコンサルティング,9050,サービス業
4180,9345,ビズメイツ,9050,サービス業
4181,9346,ココルポート,9050,サービス業
4182,9347,日本管財ホールディングス,9050,サービス業
4183,9348,ispace,9050,サービス業
4184,9351,東洋埠頭,5200,倉庫・運輸関連業
4185,9353,櫻島埠頭,5200,倉庫・運輸関連業
4186,9355,リンコーコーポレーション,5200,倉庫・運輸関連業
4187,9360,鈴与シンワート,5250,情報・通信業
4188,9361,伏木海陸運送,5200,倉庫・運輸関連業
4189,9362,兵機海運,5200,倉庫・運輸関連業
4190,9363,大運,5200,倉庫・運輸関連業
4191,9364,上組,5200,倉庫・運輸関連業
4192,9365,トレーディア,5200,倉庫・運輸関連業
4193,9366,サンリツ,5200,倉庫・運輸関連業
4194,9367,大東港運,5200,倉庫・運輸関連業
4195,9368,キムラユニティー,5200,倉庫・運輸関連業
4196,9369,キユーソー流通システム,5200,倉庫・運輸関連業
4197,9376,ユーラシア旅行社,9050,サービス業
4198,9380,東海運,5200,倉庫・運輸関連業
4199,9381,エーアイテイー,5200,倉庫・運輸関連業
4200,9385,ショーエイコーポレーション,3200,化学
4201,9399,ビート・ホールディングス・リミテッド,5250,情報・通信業
4202,9401,TBSホールディングス,5250,情報・通信業
4203,9404,日本テレビホールディングス,5250,情報・通信業
4204,9405,朝日放送グループホールディングス,5250,情報・通信業
4205,9408,BSNメディアホールディングス,5250,情報・通信業
4206,9409,テレビ朝日ホールディングス,5250,情報・通信業
4207,9412,スカパーJSATホールディングス,5250,情報・通信業
4208,9413,テレビ東京ホールディングス,5250,情報・通信業
4209,9414,日本BS放送,5250,情報・通信業
4210,9416,ビジョン,5250,情報・通信業
4211,9417,スマートバリュー,5250,情報・通信業
4212,9418,U-NEXT　HOLDINGS,5250,情報・通信業
4213,9419,ワイヤレスゲート,5250,情報・通信業
4214,9421,エヌジェイホールディングス,5250,情報・通信業
4215,9423,フォーバル・リアルストレート,5250,情報・通信業
4216,9424,日本通信,5250,情報・通信業
4217,9425,ReYuu　Japan,5250,情報・通信業
4218,9428,クロップス,5250,情報・通信業
4219,9432,NTT,5250,情報・通信業
4220,9433,KDDI,5250,情報・通信業
4221,9434,ソフトバンク,5250,情報・通信業
4222,94345,ソフトバンク第1回社債型種類株式,5250,情報・通信業
4223,94346,ソフトバンク第2回社債型種類株式,5250,情報・通信業
4224,9435,光通信,5250,情報・通信業
4225,9436,沖縄セルラー電話,5250,情報・通信業
4226,9438,エムティーアイ,5250,情報・通信業
4227,9439,エム・エイチ・グループ,9050,サービス業
4228,9441,ベルパーク,5250,情報・通信業
4229,9444,トーシンホールディングス,5250,情報・通信業
4230,9445,フォーバルテレコム,5250,情報・通信業
4231,9446,サカイホールディングス,5250,情報・通信業
4232,9449,GMOインターネットグループ,5250,情報・通信業
4233,9450,ファイバーゲート,5250,情報・通信業
4234,9466,アイドママーケティングコミュニケーション,5250,情報・通信業
4235,9467,アルファポリス,5250,情報・通信業
4236,9468,KADOKAWA,5250,情報・通信業
4237,9470,学研ホールディングス,5250,情報・通信業
4238,9474,ゼンリン,5250,情報・通信業
4239,9475,昭文社ホールディングス,5250,情報・通信業
4240,9476,中央経済社ホールディングス,5250,情報・通信業
4241,9478,SEホールディングス・アンド・インキュベーションズ,5250,情報・通信業
4242,9501,東京電力ホールディングス,4050,電気・ガス業
4243,9502,中部電力,4050,電気・ガス業
4244,9503,関西電力,4050,電気・ガス業
4245,9504,中国電力,4050,電気・ガス業
4246,9505,北陸電力,4050,電気・ガス業
4247,9506,東北電力,4050,電気・ガス業
4248,9507,四国電力,4050,電気・ガス業
4249,9508,九州電力,4050,電気・ガス業
4250,9509,北海道電力,4050,電気・ガス業
4251,9511,沖縄電力,4050,電気・ガス業
4252,9513,電源開発,4050,電気・ガス業
4253,9514,エフオン,4050,電気・ガス業
4254,9517,イーレックス,4050,電気・ガス業
4255,9519,レノバ,4050,電気・ガス業
4256,9531,東京瓦斯,4050,電気・ガス業
4257,9532,大阪瓦斯,4050,電気・ガス業
4258,9533,東邦瓦斯,4050,電気・ガス業
4259,9534,北海道瓦斯,4050,電気・ガス業
4260,9535,広島ガス,4050,電気・ガス業
4261,9536,西部ガスホールディングス,4050,電気・ガス業
4262,9537,北陸瓦斯,4050,電気・ガス業
4263,9539,京葉瓦斯,4050,電気・ガス業
4264,9543,静岡ガス,4050,電気・ガス業
4265,9551,メタウォーター,4050,電気・ガス業
4266,9552,クオンツ総研ホールディングス,9050,サービス業
4267,9553,マイクロアド,9050,サービス業
4268,9554,AViC,9050,サービス業
4269,9556,INTLOOP,9050,サービス業
4270,9557,エアークローゼット,9050,サービス業
4271,9558,ジャパニアス,9050,サービス業
4272,9560,プログリット,9050,サービス業
4273,9561,グラッドキューブ,9050,サービス業
4274,9562,ビジネスコーチ,9050,サービス業
4275,9563,Atlas　Technologies,9050,サービス業
4276,9564,FCE,9050,サービス業
4277,9565,GLOE,9050,サービス業
4278,9601,松竹,5250,情報・通信業
4279,9602,東宝,5250,情報・通信業
4280,9603,エイチ・アイ・エス,9050,サービス業
4281,9605,東映,5250,情報・通信業
4282,9610,ウィルソン・ラーニング　ワールドワイド,9050,サービス業
4283,9612,ラックランド,9050,サービス業
4284,9616,共立メンテナンス,9050,サービス業
4285,9619,イチネンホールディングス,9050,サービス業
4286,9621,建設技術研究所,9050,サービス業
4287,9622,スペース,9050,サービス業
4288,9625,セレスポ,9050,サービス業
4289,9627,アインホールディングス,6100,小売業
4290,9628,燦ホールディングス,9050,サービス業
4291,9629,ピー・シー・エー,5250,情報・通信業
4292,9632,スバル興業,9050,サービス業
4293,9633,東京テアトル,8050,不動産業
4294,9635,武蔵野興業,9050,サービス業
4295,9636,きんえい,9050,サービス業
4296,9639,三協フロンテア,9050,サービス業
4297,9640,セゾンテクノロジー,5250,情報・通信業
4298,9644,タナベコンサルティンググループ,9050,サービス業
4299,9647,協和コンサルタンツ,9050,サービス業
4300,9651,日本プロセス,5250,情報・通信業
4301,9656,グリーンランドリゾート,9050,サービス業
4302,9658,ビジネスブレイン太田昭和,5250,情報・通信業
4303,9661,歌舞伎座,9050,サービス業
4304,9663,ナガワ,9050,サービス業
4305,9672,東京都競馬,9050,サービス業
4306,9678,カナモト,9050,サービス業
4307,9679,ホウライ,9050,サービス業
4308,9682,DTS,5250,情報・通信業
4309,9684,スクウェア・エニックス・ホールディングス,5250,情報・通信業
4310,9685,KYCOMホールディングス,5250,情報・通信業
4311,9686,東洋テック,9050,サービス業
4312,9687,KSK,5250,情報・通信業
4313,9691,両毛システムズ,5250,情報・通信業
4314,9692,シーイーシー,5250,情報・通信業
4315,9697,カプコン,5250,情報・通信業
4316,9698,クレオ,5250,情報・通信業
4317,9699,ニシオホールディングス,9050,サービス業
4318,9701,東京會舘,9050,サービス業
4319,9702,アイ・エス・ビー,5250,情報・通信業
4320,9704,アゴーラ　ホスピタリティー　グループ,9050,サービス業
4321,9706,日本空港ビルデング,8050,不動産業
4322,9708,帝国ホテル,9050,サービス業
4323,9709,NCS&A,5250,情報・通信業
4324,9713,ロイヤルホテル,9050,サービス業
4325,9715,トランス・コスモス,9050,サービス業
4326,9716,乃村工藝社,9050,サービス業
4327,9720,ホテル、ニューグランド,9050,サービス業
4328,9722,藤田観光,9050,サービス業
4329,9723,京都ホテル,9050,サービス業
4330,9726,KNT-CTホールディングス,9050,サービス業
4331,9729,トーカイ,9050,サービス業
4332,9731,白洋舎,9050,サービス業
4333,9733,ナガセ,9050,サービス業
4334,9735,セコム,9050,サービス業
4335,9739,NSW,5250,情報・通信業
4336,9740,セントラル警備保障,9050,サービス業
4337,9742,アイネス,5250,情報・通信業
4338,9743,丹青社,9050,サービス業
4339,9744,メイテックグループホールディングス,9050,サービス業
4340,9746,TKC,5250,情報・通信業
4341,9753,アイエックス・ナレッジ,5250,情報・通信業
4342,9755,応用地質,9050,サービス業
4343,9757,船井総研ホールディングス,9050,サービス業
4344,9759,NSD,5250,情報・通信業
4345,9760,進学会ホールディングス,9050,サービス業
4346,9761,東海リース,9050,サービス業
4347,9763,丸建リース,6050,卸売業
4348,9765,オオバ,9050,サービス業
4349,9766,コナミグループ,5250,情報・通信業
4350,9767,日建工学,9050,サービス業
4351,9768,いであ,9050,サービス業
4352,9769,学究社,9050,サービス業
4353,9778,昴,9050,サービス業
4354,9780,ハリマビステム,9050,サービス業
4355,9782,ディーエムエス,9050,サービス業
